entity_type,league,season,team,matches_played,goals,assists,goals_for_pm,assists_pm,shots_for_pm,sot_for_pm,shots_against_pm,sot_against_pm,expected_goals,goals_prevented,possession,pass_accuracy_pct,_sot_ratio_for,_conv_rate_for,dominance_index,control_index,aggression_index_norm,corners_pm,fouls_committed,fouls_pm,yellows_pm,reds_pm,cards_pm,fouls_per_90_team,cards_per_90_team,cards_per_foul_team,fouls_per_duel_team,avg_goals_last_5,avg_cards_last_5,form_index_team,archetype,archetype_id,style_tags,summary_nl,sum_minutes,yellow_cards,red_cards,corners,_shots_for,_sot_for,_shots_against,_sot_against,passes_total,accurate_passes,_pass_acc_for,cards_total_sum,fouls_per_90_calc,cards_per_90_calc
team,EPL,2025/26,Arsenal,28,51,38,1.8214285714285714,1.3571428571428572,14.642857142857142,4.964285714285714,0.0,0.0,1.7289285714285714,-0.21428571428571427,0.5757142857142857,84.6045302636465,0.34554465434285714,0.12227805749285715,0.4518062534464286,0.6884710758857143,0.4370849669321429,5.892857142857143,282,10.071428571428571,1.3571428571428572,0.0,1.3571428571428572,10.071428571428571,1.3571428571428572,0.132157352875,0.44605897336428574,1.7660714285714287,1.469642857142857,0.4665984686428572,possession-aggressive,3,"['possession-heavy', 'aggressive', 'control-high']","Arsenal: 28 matches | 1.82 goals/match | xG 1.73/match | possession 58% | SOT ratio 0.35 | control 0.69 | dominance 0.45 | cards 1.36/match | fouls 10.1/match | tags: possession-heavy, aggressive, control-high",0,38,0,165,410,139,0.0,0.0,13465,11392,84.21347471178572,38,,
team,EPL,2025/26,Aston Villa,28,36,27,1.2857142857142858,0.9642857142857143,12.714285714285714,4.357142857142857,0.0,0.0,1.2332142857142858,-0.07142857142857142,0.54,84.97183210346743,0.37431810525000003,0.11184163058928573,0.4361525744285714,0.6699637159857144,0.4478300789214286,5.392857142857143,285,10.178571428571429,1.5357142857142858,0.03571428571428571,1.5714285714285714,10.178571428571429,1.5714285714285714,0.16017905182857145,0.4998881097821429,1.2571428571428573,1.5732142857142857,0.17897546897857142,possession-aggressive,0,"['aggressive', 'control-high']","Aston Villa: 28 matches | 1.29 goals/match | xG 1.23/match | possession 54% | SOT ratio 0.37 | control 0.67 | dominance 0.44 | cards 1.57/match | fouls 10.2/match | tags: aggressive, control-high",0,43,1,151,356,122,0.0,0.0,12603,10709,84.2630623225,44,,
team,EPL,2025/26,Bournemouth,27,43,25,1.5925925925925926,0.9259259259259259,13.407407407407407,4.925925925925926,0.0,0.0,1.5555555555555556,-0.037037037037037035,0.4944444444444444,79.88138686131387,0.37635434342592594,0.12844170171481484,0.42327667339259256,0.6282240738148148,0.5496674617111111,5.62962962962963,328,12.148148148148149,2.3333333333333335,0.037037037037037035,2.3703703703703702,12.148148148148149,2.3703703703703702,0.20426732613703702,0.4726895606185185,1.641975308640741,2.402469135803704,0.12593525392592594,possession-aggressive,3,"['aggressive', 'control-high']","Bournemouth: 27 matches | 1.59 goals/match | xG 1.56/match | possession 49% | SOT ratio 0.38 | control 0.63 | dominance 0.42 | cards 2.37/match | fouls 12.1/match | tags: aggressive, control-high",0,63,1,152,362,133,0.0,0.0,10960,8755,78.75346966370371,64,,
team,EPL,2025/26,Brentford,27,39,24,1.4444444444444444,0.8888888888888888,10.481481481481481,4.0,0.0,0.0,1.605925925925926,-0.1111111111111111,0.46629629629629626,79.35176358436607,0.38017827608888893,0.1306648023962963,0.3998312606037037,0.6117079427481481,0.5006613087777778,4.962962962962963,302,11.185185185185185,1.962962962962963,0.037037037037037035,2.0,11.185185185185185,2.0,0.18845769992592593,0.502543517888889,1.4462962962962962,1.9765432098777778,0.15631814565925928,possession-aggressive,2,"['aggressive', 'control-high']","Brentford: 27 matches | 1.44 goals/match | xG 1.61/match | possession 47% | SOT ratio 0.38 | control 0.61 | dominance 0.40 | cards 2.00/match | fouls 11.2/match | tags: aggressive, control-high",0,53,1,134,283,108,0.0,0.0,10490,8324,78.59509511074074,54,,
team,EPL,2025/26,Brighton,27,35,20,1.2962962962962963,0.7407407407407407,12.777777777777779,4.333333333333333,0.0,0.0,1.4662962962962964,0.037037037037037035,0.5274074074074074,83.97385415025988,0.3500517728444445,0.10311241046666667,0.41375627258518516,0.6672616059222223,0.5458950059037038,4.888888888888889,325,12.037037037037036,2.4074074074074074,0.0,2.4074074074074074,12.037037037037036,2.4074074074074074,0.1954623565703704,0.46912331710370375,1.2925925925925925,2.4765432098777778,-0.07604418456666667,possession-aggressive,0,"['aggressive', 'control-high']","Brighton: 27 matches | 1.30 goals/match | xG 1.47/match | possession 53% | SOT ratio 0.35 | control 0.67 | dominance 0.41 | cards 2.41/match | fouls 12.0/match | tags: aggressive, control-high",0,65,0,132,345,117,0.0,0.0,12698,10663,83.48102004222223,65,,
team,EPL,2025/26,Burnley,27,27,19,1.0,0.7037037037037037,9.11111111111111,2.962962962962963,0.0,0.0,0.8422222222222223,-0.14814814814814814,0.41074074074074074,78.15175671685857,0.3165711346259259,0.12859013414444445,0.3281565255740741,0.5765520319185186,0.44322481242592593,3.4444444444444446,269,9.962962962962964,1.7407407407407407,0.07407407407407407,1.8148148148148149,9.962962962962964,1.8148148148148149,0.18273286262592592,0.3981961801555556,0.9753086419740741,1.6987654320999999,0.003742718181481485,possession-aggressive,2,"['counter-oriented', 'aggressive']","Burnley: 27 matches | 1.00 goals/match | xG 0.84/match | possession 41% | SOT ratio 0.32 | control 0.58 | dominance 0.33 | cards 1.81/match | fouls 10.0/match | tags: counter-oriented, aggressive",0,47,2,93,246,80,0.0,0.0,10161,7941,76.57024737814815,49,,
team,EPL,2025/26,Chelsea,27,48,31,1.7777777777777777,1.1481481481481481,13.62962962962963,4.703703703703703,0.0,0.0,1.9366666666666665,0.07407407407407407,0.587037037037037,86.88940724478594,0.34954353972592594,0.14013421361481482,0.4567149137740741,0.7218443164074074,0.5152143177,5.851851851851852,301,11.148148148148149,2.4444444444444446,0.2222222222222222,2.6666666666666665,11.148148148148149,2.6666666666666665,0.24844312066296298,0.46616064385555556,1.7438271604925926,2.522839506174074,0.14308857112592593,possession-aggressive,3,"['possession-heavy', 'aggressive', 'control-high']","Chelsea: 27 matches | 1.78 goals/match | xG 1.94/match | possession 59% | SOT ratio 0.35 | control 0.72 | dominance 0.46 | cards 2.67/match | fouls 11.1/match | tags: possession-heavy, aggressive, control-high",0,66,6,158,368,127,0.0,0.0,14576,12665,86.36718271814816,72,,
team,EPL,2025/26,Crystal Palace,27,28,17,1.037037037037037,0.6296296296296297,11.88888888888889,3.814814814814815,0.0,0.0,1.5888888888888888,0.1111111111111111,0.4514814814814815,77.69435468542102,0.3561723770037037,0.10336741447407408,0.3733702316259259,0.5950459677925927,0.474217102362963,4.296296296296297,283,10.481481481481481,2.1481481481481484,0.037037037037037035,2.185185185185185,10.481481481481481,2.185185185185185,0.20854742776666668,0.40129027479629636,0.9790123456777778,2.144444444444445,-0.1331536775962963,possession-aggressive,0,['aggressive'],Crystal Palace: 27 matches | 1.04 goals/match | xG 1.59/match | possession 45% | SOT ratio 0.36 | control 0.60 | dominance 0.37 | cards 2.19/match | fouls 10.5/match | tags: aggressive,0,58,1,116,321,103,0.0,0.0,10522,8175,76.9474005237037,59,,
team,EPL,2025/26,Everton,27,27,21,1.0,0.7777777777777778,11.037037037037036,3.2962962962962963,0.0,0.0,1.1651851851851853,0.07407407407407407,0.4403703703703704,79.57187136768694,0.29880823907777776,0.09850437628148148,0.35542024950370377,0.6053244371222222,0.48276735434444445,4.481481481481482,290,10.74074074074074,1.9259259259259258,0.14814814814814814,2.074074074074074,10.74074074074074,2.074074074074074,0.20044744652592592,0.43155720854814816,1.011728395062963,2.0604938271592594,-0.09258307535185185,possession-aggressive,2,"['counter-oriented', 'aggressive', 'control-high']","Everton: 27 matches | 1.00 goals/match | xG 1.17/match | possession 44% | SOT ratio 0.30 | control 0.61 | dominance 0.36 | cards 2.07/match | fouls 10.7/match | tags: counter-oriented, aggressive, control-high",0,52,4,121,298,89,0.0,0.0,10324,8215,79.08518346222223,56,,
team,EPL,2025/26,Fulham,27,34,23,1.2592592592592593,0.8518518518518519,12.0,3.7037037037037037,0.0,0.0,1.22,-0.25925925925925924,0.5122222222222222,84.0559331302242,0.32205015821111116,0.11528162431111112,0.39409652894444447,0.6661404799962963,0.4931739659074075,4.62962962962963,297,11.0,2.037037037037037,0.0,2.037037037037037,11.0,2.037037037037037,0.2170755472962963,0.4618195889481482,1.2209876543222222,2.138888888888889,-0.00811651463703703,possession-aggressive,0,"['aggressive', 'control-high']","Fulham: 27 matches | 1.26 goals/match | xG 1.22/match | possession 51% | SOT ratio 0.32 | control 0.67 | dominance 0.39 | cards 2.04/match | fouls 11.0/match | tags: aggressive, control-high",0,55,0,125,324,100,0.0,0.0,12801,10760,83.64856009296297,55,,
team,EPL,2025/26,Leeds,27,37,19,1.3703703703703705,0.7037037037037037,12.25925925925926,3.962962962962963,0.0,0.0,1.4374074074074075,-0.07407407407407407,0.45148148148148154,79.97575079276254,0.3450715855222222,0.11990722443703704,0.37078073491111113,0.6098031333333334,0.4563802651,4.333333333333333,280,10.37037037037037,1.6666666666666667,0.0,1.6666666666666667,10.37037037037037,1.6666666666666667,0.14884313218148149,0.3892780890444445,1.2993827160481481,1.4833333333333332,0.22867280291851855,possession-aggressive,0,"['aggressive', 'control-high']","Leeds: 27 matches | 1.37 goals/match | xG 1.44/match | possession 45% | SOT ratio 0.35 | control 0.61 | dominance 0.37 | cards 1.67/match | fouls 10.4/match | tags: aggressive, control-high",0,45,0,117,331,107,0.0,0.0,10722,8575,79.21833463666665,45,,
team,EPL,2025/26,Liverpool,27,41,28,1.5185185185185186,1.037037037037037,15.555555555555555,4.333333333333333,0.0,0.0,1.635185185185185,0.037037037037037035,0.6040740740740742,86.01308080119907,0.2980686540333334,0.1220668641962963,0.44438355916666666,0.7176436673407408,0.4184998452925926,5.666666666666667,256,9.481481481481481,1.5185185185185186,0.037037037037037035,1.5555555555555556,9.481481481481481,1.5555555555555556,0.20225874948148148,0.5109537039333334,1.674691358025926,1.622222222222222,0.3750923851888889,possession-aggressive,1,"['possession-heavy', 'aggressive', 'control-high']","Liverpool: 27 matches | 1.52 goals/match | xG 1.64/match | possession 60% | SOT ratio 0.30 | control 0.72 | dominance 0.44 | cards 1.56/match | fouls 9.5/match | tags: possession-heavy, aggressive, control-high",0,41,1,153,420,117,0.0,0.0,14678,12625,85.72419594555556,42,,
team,EPL,2025/26,Manchester City,27,53,42,1.962962962962963,1.5555555555555556,14.222222222222221,5.148148148148148,0.0,0.0,1.8118518518518518,-0.2222222222222222,0.5888888888888889,88.14265260965769,0.3750543699703704,0.14602943496296297,0.4562200147037037,0.7335607275518519,0.45595753728888894,5.407407407407407,275,10.185185185185185,1.8888888888888888,0.0,1.8888888888888888,10.185185185185185,1.8888888888888888,0.18854546567407407,0.4936066761259259,1.9950617283962961,1.8080246913592593,0.4843293437888889,possession-aggressive,3,"['possession-heavy', 'aggressive', 'control-high']","Manchester City: 27 matches | 1.96 goals/match | xG 1.81/match | possession 59% | SOT ratio 0.38 | control 0.73 | dominance 0.46 | cards 1.89/match | fouls 10.2/match | tags: possession-heavy, aggressive, control-high",0,51,0,146,384,139,0.0,0.0,15366,13544,87.59780254555555,51,,
team,EPL,2025/26,Manchester United,27,46,34,1.7037037037037037,1.2592592592592593,15.851851851851851,5.592592592592593,0.0,0.0,1.7311111111111113,0.037037037037037035,0.5311111111111111,82.73842500989315,0.3615556784518518,0.12322343971851853,0.4075778146518519,0.6516806469703704,0.40414854414814816,4.333333333333333,250,9.25925925925926,1.4074074074074074,0.037037037037037035,1.4444444444444444,9.25925925925926,1.4444444444444444,0.1835379640925926,0.37422397585925926,1.6135802469148148,1.3759259259259258,0.4186570336185185,possession-aggressive,1,"['aggressive', 'disciplined', 'control-high']","Manchester United: 27 matches | 1.70 goals/match | xG 1.73/match | possession 53% | SOT ratio 0.36 | control 0.65 | dominance 0.41 | cards 1.44/match | fouls 9.3/match | tags: aggressive, disciplined, control-high",0,38,1,117,428,151,0.0,0.0,12635,10454,82.02955580592594,39,,
team,EPL,2025/26,Newcastle,27,38,20,1.4074074074074074,0.7407407407407407,13.222222222222221,4.62962962962963,0.0,0.0,1.498888888888889,0.0,0.53,83.63082997450029,0.3457924010074074,0.10560179795925927,0.45277475734074074,0.6810864504999999,0.4240777218814815,6.851851851851852,257,9.518518518518519,1.6666666666666667,0.07407407407407407,1.7407407407407407,9.518518518518519,1.7407407407407407,0.1689574768,0.47442957626296295,1.3339506172851852,1.6061728395074073,0.20624381637777778,possession-aggressive,3,"['aggressive', 'control-high']","Newcastle: 27 matches | 1.41 goals/match | xG 1.50/match | possession 53% | SOT ratio 0.35 | control 0.68 | dominance 0.45 | cards 1.74/match | fouls 9.5/match | tags: aggressive, control-high",0,45,2,185,357,125,0.0,0.0,12157,10167,82.58501035111112,47,,
